iter	Logloss
112	0.4116608991
113	0.4116377667
114	0.4116200658
115	0.4115992184
116	0.4115648586
117	0.4115427638
118	0.4114976815
119	0.4114683489
120	0.4114431053
121	0.4114074454
122	0.4113825794
123	0.4113568227
124	0.4113174291
125	0.4112896566
126	0.4112613958
127	0.4112325204
128	0.4111984686
129	0.4111644593
130	0.4111352725
131	0.4110973635
132	0.4110692326
133	0.4110420853
134	0.4110173135
135	0.4109616381
136	0.4109335084
137	0.4108899081
138	0.41085305
139	0.4108174285
140	0.410783257
141	0.4107428198
142	0.4107107257
143	0.4106837929
144	0.410640352
145	0.4105958271
146	0.4105667962
147	0.4105271763
148	0.4104935756
149	0.4104620883
150	0.4104325765
151	0.4103918583
152	0.4103556407
153	0.4103207278
154	0.4102895899
155	0.4102436769
156	0.4102024761
157	0.4101705178
158	0.4101490317
159	0.4101176448
160	0.410086591
161	0.4100505512
162	0.4100185408
163	0.4099842912
164	0.4099571756
165	0.4099257633
166	0.4098859049
167	0.4098590593
168	0.4098187615
169	0.4097869185
170	0.4097621515
171	0.409733507
172	0.4096913041
173	0.4096559133
174	0.4096208152
175	0.4095927539
176	0.4095598898
177	0.4095296015
178	0.4095005624
179	0.4094704855
180	0.4094403715
181	0.4094114202
182	0.4093716893
183	0.4093420274
184	0.4093074338
185	0.4092751973
186	0.409242039
187	0.4092076233
188	0.4091727526
189	0.40914304
190	0.4091145184
191	0.4090856469
192	0.4090529438
193	0.409020073
194	0.4089848266
195	0.4089526405
196	0.4089189265
197	0.4088907348
198	0.4088574864
199	0.4088281572
200	0.4087930413
201	0.4087528276
202	0.4087171393
203	0.4086875026
204	0.4086616193
205	0.4086363853
206	0.408598322
207	0.4085592405
208	0.4085263538
209	0.4084964356
210	0.4084609415
211	0.4084250133
212	0.4083946663
213	0.4083648085
214	0.4083322548
215	0.4083078757
216	0.4082758568
217	0.4082459601
218	0.4082192919
219	0.4081914245
220	0.4081563555
221	0.4081129135
222	0.4080849449
223	0.4080553722
224	0.4080155692
225	0.4079894391
226	0.4079626342
227	0.40794379
228	0.4079135877
229	0.4078709367
230	0.4078359803
231	0.407800626
232	0.4077715567
233	0.4077446662
234	0.4077163744
235	0.4076907718
236	0.4076664812
237	0.4076334045
238	0.4076047105
239	0.4075741707
240	0.4075438745
241	0.4075243072
242	0.4074900183
243	0.4074670364
244	0.4074371914
245	0.4074112018
246	0.4073789587
247	0.4073500753
248	0.4073243564
249	0.4072861387
250	0.4072599919
251	0.4072267854
252	0.4072009442
253	0.4071709585
254	0.4071472895
255	0.4071138253
256	0.4070880887
257	0.4070435622
258	0.4070160318
259	0.4069784966
260	0.406952224
261	0.4069209237
262	0.4068914925
263	0.4068628822
264	0.4068194598
265	0.4067891492
266	0.4067607977
267	0.4067306761
268	0.4067118265
269	0.4066859356
270	0.4066508578
271	0.406622834
272	0.4065918069
273	0.4065609888
274	0.4065276472
275	0.4065015581
276	0.4064707104
277	0.4064355574
278	0.4064063666
279	0.4063844978
280	0.4063593845
281	0.4063448751
282	0.406312503
283	0.4062824387
284	0.406248684
285	0.4062226264
286	0.4061957574
287	0.4061682407
288	0.4061447209
289	0.4061157829
290	0.4060934773
291	0.4060590991
292	0.4060305345
293	0.4059996555
294	0.4059728567
295	0.4059346697
296	0.4059049263
297	0.405877169
298	0.4058418975
299	0.4058032756
300	0.4057743607
301	0.405750164
302	0.4057239934
303	0.4056882801
304	0.4056611961
305	0.405626656
306	0.405600064
307	0.4055570144
308	0.4055255535
309	0.4054949008
310	0.4054711313
311	0.4054298251
312	0.4053949801
313	0.405371106
314	0.4053450105
315	0.4053165281
316	0.4052862167
317	0.4052547997
318	0.405232259
319	0.4052033862
320	0.4051753587
321	0.4051452332
322	0.4051163065
323	0.4050830501
324	0.405047996
325	0.4050229967
326	0.405002839
327	0.4049650769
328	0.4049393246
329	0.4049148291
330	0.4048897604
331	0.4048609561
332	0.4048341804
333	0.40480588
334	0.4047693843
335	0.4047466894
336	0.4047209188
337	0.4046962087
338	0.4046704349
339	0.4046467598
340	0.4046205688
341	0.4046009146
342	0.4045748617
343	0.4045500637
344	0.4045163791
345	0.4044832649
346	0.4044589803
347	0.4044321288
348	0.4043987632
349	0.4043705702
350	0.4043471575
351	0.40432513
352	0.4043017448
353	0.4042693885
354	0.4042421763
355	0.4042154643
356	0.4041871775
357	0.4041569183
358	0.404124082
359	0.4040920192
360	0.4040643956
361	0.4040271812
362	0.4039977897
363	0.4039707175
364	0.4039484535
365	0.4039213321
366	0.4038982548
367	0.4038749111
368	0.4038431254
369	0.4038137053
370	0.4037849178
371	0.4037595835
372	0.4037376984
373	0.4037071079
374	0.403679119
375	0.4036589372
376	0.4036367423
377	0.4036117593
378	0.403587015
379	0.4035572745
380	0.4035354056
381	0.4035118536
382	0.4034864492
383	0.4034531016
384	0.4034174022
385	0.4033868965
386	0.4033516341
387	0.4033224754
388	0.4032978583
389	0.4032714637
390	0.4032428989
391	0.4032129073
392	0.4031896048
393	0.4031585808
394	0.403126889
395	0.4030954776
396	0.4030710677
397	0.4030475658
398	0.4030265027
399	0.4029987252
400	0.4029645884
401	0.4029323673
402	0.402903578
403	0.4028814323
404	0.4028478181
405	0.4028190635
406	0.4027830782
407	0.4027656253
408	0.4027424112
409	0.4027147439
410	0.402686463
411	0.4026527374
412	0.4026282621
413	0.4026097802
414	0.4025743567
415	0.4025515451
416	0.4025247367
417	0.4024945346
418	0.4024631247
419	0.4024297711
420	0.4024038854
421	0.4023728793
422	0.4023479301
423	0.4023085547
424	0.4022790779
425	0.4022514567
426	0.402222409
427	0.4021926042
428	0.4021672627
429	0.4021467958
430	0.4021247207
431	0.402094418
432	0.4020793327
433	0.4020473811
434	0.4020164944
435	0.4019779005
436	0.4019583263
437	0.4019286595
438	0.4019058146
439	0.4018807945
440	0.4018453083
441	0.4018218029
442	0.401795513
443	0.4017729074
444	0.40175005
445	0.4017170496
446	0.4016910804
447	0.4016492688
448	0.4016215976
449	0.4015939422
450	0.401572678
451	0.4015456269
452	0.4015236858
453	0.4015011903
454	0.4014786089
455	0.4014485347
456	0.4014204036
457	0.4013866991
458	0.4013660198
459	0.4013427405
460	0.4013145039
461	0.4012927021
462	0.4012674047
463	0.4012405299
464	0.4012114676
465	0.4011894048
466	0.4011631389
467	0.4011442408
468	0.4011180975
469	0.4010932765
470	0.4010626933
471	0.4010333897
472	0.4010064644
473	0.4009811737
474	0.4009530711
475	0.4009198587
476	0.4008967314
477	0.4008704392
478	0.4008452937
479	0.4008221263
480	0.4008067819
481	0.4007740266
482	0.4007489915
483	0.4007260839
484	0.4006930279
485	0.4006770554
486	0.4006572504
487	0.4006340421
488	0.4006121939
489	0.4005840154
490	0.4005643639
491	0.40054236
492	0.4005094724
493	0.4004857167
494	0.4004576657
495	0.4004238615
496	0.4003870811
497	0.4003482363
498	0.4003197668
499	0.400296304
500	0.4002620311
501	0.4002333882
502	0.4002092409
503	0.4001830558
504	0.4001578067
505	0.4001297218
506	0.400103641
507	0.4000793594
508	0.4000589058
509	0.4000301759
510	0.4000041703
511	0.399979013
512	0.3999544051
513	0.3999354874
514	0.3999070254
515	0.3998847844
516	0.3998609168
517	0.3998326974
518	0.3997970651
519	0.399775955
520	0.3997501483
521	0.3997252767
522	0.3996945485
523	0.3996733325
524	0.3996447174
525	0.3996215682
526	0.3995947859
527	0.3995726858
528	0.3995506195
529	0.3995228544
530	0.399495734
531	0.3994597975
532	0.3994336347
533	0.3994173044
534	0.399389527
535	0.3993606304
536	0.3993363665
537	0.3993095389
538	0.3992845972
539	0.3992603388
540	0.3992422196
541	0.3992172301
542	0.3991936798
543	0.39916222
544	0.3991381998
545	0.3991047272
546	0.3990780868
547	0.3990450016
548	0.3990265153
549	0.3989977179
550	0.3989765083
551	0.3989407323
552	0.398917148
553	0.398893592
554	0.398868653
555	0.3988431076
556	0.39881279
557	0.3987917173
558	0.3987597184
559	0.3987403484
560	0.398717627
561	0.3986911898
562	0.3986634853
563	0.398629001
564	0.3986039585
565	0.3985793799
566	0.3985461518
567	0.3985198863
568	0.3984984739
569	0.3984774644
570	0.3984529002
571	0.3984218813
572	0.3984008903
573	0.3983680077
574	0.3983406902
575	0.3983194675
576	0.398288106
577	0.3982518936
578	0.398226757
579	0.3982030603
580	0.3981771932
581	0.3981486246
582	0.398128049
583	0.3980976312
584	0.3980606502
585	0.3980297225
586	0.3980032382
587	0.3979809638
588	0.3979590355
589	0.3979370124
590	0.3979115252
591	0.3978852018
592	0.3978655792
593	0.3978381633
594	0.3978114557
595	0.3977801488
596	0.3977549907
597	0.3977269317
598	0.3977113026
599	0.3976916976
600	0.3976656857
601	0.3976433517
602	0.3976228249
603	0.3976038291
604	0.3975901159
605	0.397565424
606	0.3975412512
607	0.3975201905
608	0.3974970222
609	0.3974760624
610	0.3974548343
611	0.3974334962
612	0.3974130505
613	0.3973866531
614	0.397367399
615	0.3973429292
616	0.3973174311
617	0.3972982547
618	0.3972690865
619	0.3972461722
620	0.3972217923
621	0.3971975112
622	0.397172084
623	0.3971516061
624	0.3971309522
625	0.3971051752
626	0.3970806968
627	0.3970598844
628	0.3970397141
629	0.3970165628
630	0.3969980327
631	0.3969665539
632	0.3969511467
633	0.3969286333
634	0.396909782
635	0.396886131
636	0.3968688184
637	0.3968486025
638	0.3968216236
639	0.3967956636
640	0.3967703996
641	0.3967498599
642	0.3967261401
643	0.3967034448
644	0.3966867825
645	0.3966655964
646	0.3966427613
647	0.3966223031
648	0.3966076287
649	0.3965857535
650	0.3965607874
651	0.3965368863
652	0.3965155177
653	0.3964941906
654	0.3964678313
655	0.3964449979
656	0.3964106753
657	0.396384133
658	0.3963568742
659	0.3963363106
660	0.396315062
661	0.3962900644
662	0.3962655641
663	0.3962439477
664	0.3962249571
665	0.3961991715
666	0.3961687291
667	0.3961363444
668	0.3961170098
669	0.3960925385
670	0.3960660668
671	0.3960430881
672	0.3960230309
673	0.3960004099
674	0.3959711006
675	0.3959510723
676	0.3959166739
677	0.3958953906
678	0.3958778186
679	0.3958527813
680	0.3958332038
681	0.3958133997
682	0.3957884125
683	0.3957671136
684	0.3957452783
685	0.3957145277
686	0.3956964646
687	0.3956836291
688	0.3956640334
689	0.3956342609
690	0.3956162757
691	0.395599972
692	0.3955677773
693	0.3955414884
694	0.3955204925
695	0.3954985643
696	0.3954727153
697	0.3954491248
698	0.3954262326
699	0.3954016291
700	0.3953833485
701	0.3953542381
702	0.3953271407
703	0.3953103272
704	0.3952934237
705	0.3952705066
706	0.3952349429
707	0.3952142371
708	0.3951857417
709	0.3951627931
710	0.3951328238
711	0.3951056842
712	0.3950846255
713	0.3950604712
714	0.3950318549
715	0.3950103407
716	0.3949931147
717	0.3949642525
718	0.3949406661
719	0.3949249495
720	0.3948957512
721	0.3948761974
722	0.3948573207
723	0.3948401276
724	0.3948135051
725	0.3947896344
726	0.394769611
727	0.3947538589
728	0.3947380369
729	0.3947113587
730	0.3946863927
731	0.3946554196
732	0.3946303875
733	0.3946010471
734	0.394572513
735	0.394552199
736	0.3945319554
737	0.3945139741
738	0.3944880417
739	0.3944595806
740	0.3944347888
741	0.3944149187
742	0.3943896479
743	0.3943651168
744	0.3943450189
745	0.3943167769
746	0.3942881538
747	0.3942616092
748	0.3942342594
749	0.3942175765
750	0.3941879621
751	0.3941575178
752	0.3941393304
753	0.3941112817
754	0.3940813773
755	0.3940553959
756	0.3940345436
757	0.3940017978
758	0.3939805699
759	0.393955537
760	0.3939353432
761	0.393910745
762	0.3938800324
763	0.3938574277
764	0.39384475
765	0.39381551
766	0.3937984502
767	0.3937757746
768	0.393748331
769	0.3937172498
770	0.3936872079
771	0.3936713508
772	0.3936325025
773	0.3936111196
774	0.3935933079
775	0.3935697904
776	0.3935467764
777	0.3935164742
778	0.3934995902
779	0.3934662334
780	0.3934368708
781	0.3934086183
782	0.3933776465
783	0.3933540436
784	0.3933207145
785	0.3932978791
786	0.3932756999
787	0.3932500287
788	0.3932241907
789	0.3932006595
790	0.3931784294
791	0.3931523743
792	0.3931213579
793	0.3930925632
794	0.3930639055
795	0.3930398968
796	0.3930275769
797	0.3930083773
798	0.3929812903
799	0.392956421
800	0.3929305187
801	0.3929105974
802	0.3928862791
803	0.3928607547
804	0.3928443874
805	0.3928292009
806	0.3928051741
807	0.3927823741
808	0.3927602107
809	0.3927394251
810	0.3927146634
811	0.392692677
812	0.3926676055
813	0.3926496783
814	0.3926267403
815	0.3925942593
816	0.3925728845
817	0.3925335949
818	0.3925102344
819	0.3924895486
820	0.3924621771
821	0.3924416438
822	0.3924203631
823	0.3923971411
824	0.3923694322
825	0.3923462933
826	0.3923209248
827	0.3922973043
828	0.3922749596
829	0.3922436971
830	0.392219732
831	0.392197042
832	0.3921808457
833	0.3921540504
834	0.3921323274
835	0.3921139616
836	0.3920881511
837	0.3920719747
838	0.3920509994
839	0.3920315771
840	0.392006754
841	0.3919836971
842	0.3919624203
843	0.3919479838
844	0.3919187336
845	0.3918875735
846	0.3918589281
847	0.3918302587
848	0.3918075849
849	0.3917877571
850	0.3917618446
851	0.3917333967
852	0.391717179
853	0.3916943717
854	0.3916674623
855	0.391642136
856	0.3916167959
857	0.391589542
858	0.3915554625
859	0.3915349294
860	0.3915014121
861	0.3914807811
862	0.3914595591
863	0.3914363891
864	0.3914053734
865	0.3913835804
866	0.3913626627
867	0.3913452952
868	0.3913160851
869	0.3912956248
870	0.3912747092
871	0.3912494172
872	0.3912302357
873	0.391210995
874	0.3911908901
875	0.3911637348
876	0.3911460724
877	0.3911301992
878	0.39110866
879	0.3910858331
880	0.3910649052
881	0.3910422782
882	0.391017872
883	0.3909984169
884	0.3909707182
885	0.3909459315
886	0.3909285459
887	0.3909057465
888	0.3908848285
889	0.3908619996
890	0.3908409471
891	0.3908219108
892	0.3908019705
893	0.3907819702
894	0.3907608677
895	0.3907343981
896	0.3907081508
897	0.3906845119
898	0.3906614005
899	0.3906357919
900	0.3906129283
901	0.3905938754
902	0.3905725827
903	0.3905470108
904	0.3905216061
905	0.3904996041
906	0.390482919
907	0.3904608025
908	0.3904396386
909	0.3904096397
910	0.3903909702
911	0.3903724211
912	0.390352462
913	0.3903266312
914	0.3902988688
915	0.3902729336
916	0.3902586957
917	0.3902430774
918	0.3902241455
919	0.3902109808
920	0.3901917007
921	0.3901716262
922	0.3901589606
923	0.3901337196
924	0.3901067274
925	0.3900910228
926	0.3900685609
927	0.3900524023
928	0.3900264179
929	0.3900082069
930	0.3899941275
931	0.3899798214
932	0.3899640647
933	0.3899383184
934	0.3899144621
935	0.3898877842
936	0.3898718087
937	0.3898456046
938	0.3898285758
939	0.3897985907
940	0.3897705194
941	0.3897460206
942	0.3897190242
943	0.3896955326
944	0.3896774966
945	0.389656931
946	0.3896310788
947	0.3896066435
948	0.3895828167
949	0.3895618347
950	0.3895402665
951	0.389511122
952	0.3894937973
953	0.3894691828
954	0.3894471806
955	0.3894263565
956	0.389405969
957	0.3893833481
958	0.3893696854
959	0.389334883
960	0.3893126882
961	0.3892910738
962	0.3892672495
963	0.3892365628
964	0.3892069029
965	0.3891889812
966	0.3891722132
967	0.3891579719
968	0.3891243259
969	0.3891089263
970	0.3890887018
971	0.3890598829
972	0.3890296411
973	0.3890072493
974	0.38899274
975	0.3889666091
976	0.388943788
977	0.3889220659
978	0.3889058822
979	0.3888870594
980	0.3888677176
981	0.3888448837
982	0.3888252683
983	0.3887949648
984	0.3887657443
985	0.388728536
986	0.3887028483
987	0.3886836797
988	0.3886633099
989	0.3886464707
990	0.3886245156
991	0.3885981721
992	0.3885759648
993	0.3885581356
994	0.3885377316
995	0.3885210467
996	0.3884932726
997	0.388479218
998	0.3884535642
999	0.3884374951
